Protein Group Accessions;Medium/Light
Q08945;1.067
Q9NQR1;1.066
Q9NQR1;1.066
Q9NQR1;1.066
Q9NQR1;1.066
P11142;1.066
P11142;1.066
Q08211;1.065
Q08211;1.065
P52272;1.065
P04075|P09972|P05062;1.065
Q96PE3;1.064
P31943|P55795;1.064
P60174;1.064
P50990;1.064
P50990;1.064
P50990;1.064
Q9H6A9;1.063
Q9H6A9;1.063
P62269;1.063
Q71U36|Q9BQE3|Q13748|Q6PEY2|Q9NY65;1.063
Q9H2G2;1.063
Q9H2G2;1.063
P11142;1.062
P11142;1.062
P36542;1.062
Q8WUY9;1.062
P39023;1.061
O00148|Q13838;1.060
P05387;1.060
P78417;1.059
P78417;1.059
P78417;1.059
Q00839;1.059
Q00839;1.059
Q00839;1.059
P30101;1.058
P30101;1.058
O00154;1.057
O00154;1.057
P53396;1.057
P49773;1.056
Q9NQR1;1.056
Q9NQR1;1.056
Q9NQR1;1.056
Q9NQR1;1.056
Q9NQR1;1.056
Q14103;1.055
Q14103;1.055
Q14103;1.055
P07900|Q58FG1;1.054
Q13136;1.053
P04075;1.052
P04075;1.052
P62937;1.052
P62937;1.052
P21333|O75369|Q14315;1.052
P09543;1.052
P49207;1.052
P45880;1.051
P45880;1.051
O00148|Q13838;1.051
O00148|Q13838;1.051
Q13838;1.051
P68104|Q5VTE0;1.051
P62937;1.051
O95232;1.050
O95232;1.050
O00148|Q13838;1.050
O00148|Q13838;1.050
Q58FF8|P08238;1.050
P62937;1.049
Q96T37;1.049
Q96T37;1.049
P62937;1.048
P62937;1.048
P62937;1.048
Q99729;1.047
Q99729;1.047
Q99729;1.047
P78417;1.046
P78417;1.046
Q71U36|Q9BQE3|Q13748|Q6PEY2|Q9NY65;1.046
O95747;1.046
O95747;1.046
O95747;1.046
Q9UHX1;1.045
Q9UHX1;1.045
Q9HD33;1.044
P26583;1.043
P26583;1.043
P26583;1.043
P13796|P13797;1.042
P13796|P13797;1.042
P13796|P13797;1.042
P53634;1.042
Q9HDC5;1.042
Q9HDC5;1.042
Q9HDC5;1.042
Q9NYU2;1.041
P30050;1.041
P30050;1.041
P04406;1.039
P04406;1.039
P04406;1.039
P13796|P13797;1.039
P13796|P13797;1.039
P62805;1.038
P62805;1.038
P49368;1.038
P29401;1.037
Q16695|P68431|Q71DI3|P84243|Q6NXT2;1.037
Q16695|P68431|Q71DI3|P84243|Q6NXT2;1.037
Q16695|P68431|Q71DI3|P84243|Q6NXT2;1.037
P13796|P13797;1.037
P13796|P13797;1.037
P13796|P13797;1.037
P31948;1.036
P31948;1.036
P31948;1.036
P62263;1.036
P62263;1.036
Q14566;1.035
Q14566;1.035
P78417;1.035
P30153;1.035
P47755|P52907;1.034
P04406;1.034
P04406;1.034
P04406;1.034
P04406;1.034
P05387;1.033
Q71U36|Q9BQE3|Q13748|Q6PEY2|Q9NY65;1.033
Q71U36|Q9BQE3|Q13748|Q6PEY2|Q9NY65;1.033
P68104|Q5VTE0;1.033
P16150;1.032
Q9NQR1;1.031
Q9NQR1;1.031
Q9NQR1;1.031
P16150;1.031
P16150;1.031
P16150;1.031
P26583;1.030
P26583;1.030
P22314;1.030
Q9Y4L1;1.030
Q9Y4L1;1.030
Q8WWI1;1.029
P17987;1.029
P49368;1.028
P50991;1.028
P21796;1.028
P0CW22;1.028
P22392|O60361;1.027
Q14865;1.026
Q14865;1.026
Q14865;1.026
Q13885|Q9BVA1|Q13509|P04350|P68371|P07437;1.026
P50502|Q8IZP2|Q8NFI4;1.025
P62937;1.025
P62937;1.025
P07195;1.024
P07195;1.024
P25054;1.024
Q8TAP6;1.024
Q8TAP6;1.024
P61586|P62745|P08134;1.023
P61586|P62745|P08134;1.023
P61586|P62745|P08134;1.023
O15371;1.023
P15882;1.023
P15882;1.023
Q32P51|P09651|P51991;1.022
Q32P51|P09651|P51991;1.022
Q32P51|P09651|P51991;1.022
P60866;1.022
P60866;1.022
P60866;1.022
Q9HD33;1.020
Q86X02;1.020
Q8NHW5|P05388;1.020
P0CW22;1.019
P0CW22;1.019
P0CW22;1.019
P62318;1.019
P62318;1.019
P62318;1.019
Q8WWI1;1.019
P09661;1.018
P09661;1.018
P09661;1.018
Q5T4S7;1.017
P16150;1.017
P16150;1.017
P16150;1.017
P10599;1.017
P21333|O75369;1.017
P21333|O75369;1.017
P05386;1.017
P05386;1.017
P35268;1.017
P62244;1.017
P62244;1.017
P62244;1.017
P10809;1.016
P10809;1.016
P10809;1.016
P00338;1.016
Q16576|Q09028;1.015
Q16576|Q09028;1.015
Q16576|Q09028;1.015
Q9Y520;1.015
P21796;1.014
P21796;1.014
P21796;1.014
P00558|P07205;1.014
P00558|P07205;1.014
P07237;1.014
P07237;1.014
P09211;1.013
P62249;1.013
P62249;1.013
P62249;1.013
P09211;1.012
P09211;1.012
P31948;1.012
P31948;1.012
P31948;1.012
P62701|P22090;1.011
Q02543;1.011
P18077;1.010
P18077;1.010
P09543;1.010
P09543;1.010
P40227|Q92526;1.009
P62195;1.009
P50991;1.008
P50991;1.008
P09211;1.007
P04406;1.007
P04406;1.007
P04406;1.007
P04406;1.007
P62807|P58876|Q93079|O60814|Q99880|Q99879|Q99877|Q5QNW6|P57053;1.007
P62807|P58876|Q93079|O60814|Q99880|Q99879|Q99877|Q5QNW6|P57053;1.007
P62807|P58876|Q93079|O60814|Q99880|Q99879|Q99877|Q5QNW6|P57053;1.007
P62807|P58876|Q93079|O60814|Q99880|Q99879|Q99877|Q5QNW6|P57053;1.007
P15311;1.006
P15311;1.006
P15311;1.006
O95232;1.006
O95232;1.006
Q96EP5;1.004
P62753;1.003
P25705;1.002
P06733;1.002
P62318;1.002
P05386;1.002
P05386;1.002
P05386;1.002
Q16555;1.002
P33992;1.002
P22314;1.001
Q99729;1.001
Q99729;1.001
Q99729;1.001
P21796;1.001
P21796;1.001
P21796;1.001
P11142;1.000
P11142;1.000
P11142;1.000
O15145;0.999
O15145;0.999
P00441;0.997
P00441;0.997
O75534;0.997
P62266;0.996
P62266;0.996
P62266;0.996
P48735;0.996
P31939;0.996
P31939;0.996
P07737;0.996
Q13765|Q9BZK3;0.996
P09661;0.996
P09661;0.996
P16150;0.995
Q15428;0.995
Q15428;0.995
P33778|P06899|P23527|Q16778|Q8N257|Q6DN03|Q6DRA6;0.995
P33778|P06899|P23527|Q16778|Q8N257|Q6DN03|Q6DRA6;0.995
P33778|P06899|P23527|Q16778|Q8N257|Q6DN03|Q6DRA6;0.995
P27797;0.994
P27797;0.994
P27797;0.994
P26038;0.994
P26038;0.994
P26038;0.994
P06748;0.994
P06748;0.994
P06748;0.994
Q96PE3;0.994
Q32P51|P09651|P51991;0.993
Q32P51|P09651|P51991;0.993
Q32P51|P09651|P51991;0.993
Q32P51|P09651|P51991;0.993
P33992;0.993
P33992;0.993
Q13838;0.992
Q14103;0.991
Q14103;0.991
Q14103;0.991
P52566;0.991
P52566;0.991
P52566;0.991
P11142;0.990
P11142;0.990
P11142;0.990
Q15428;0.990
P62937;0.990
P10599;0.989
P07195;0.989
Q14566;0.989
Q14566;0.989
Q14566;0.989
P51665;0.988
P06748;0.988
P06748;0.988
P06748;0.988
P49368;0.988
P60174;0.987
P60174;0.987
P60174;0.987
Q92879|O95319;0.987
P06733;0.987
P06733;0.987
Q969T9;0.986
Q32P51|P09651;0.986
Q32P51|P09651;0.986
Q32P51|P09651;0.986
P00338;0.986
P00338;0.986
Q16666;0.986
Q15366;0.985
Q15366;0.985
Q15366;0.985
Q32P51|P09651|P51991;0.984
Q32P51|P09651|P51991;0.984
Q32P51|P09651|P51991;0.984
P04406;0.983
P04406;0.983
P04406;0.983
P04406;0.983
P61353;0.983
P61353;0.983
P61353;0.983
P07737;0.982
Q16576|Q09028;0.982
Q16576|Q09028;0.982
Q16576|Q09028;0.982
P63241|Q9GZV4|Q6IS14;0.982
P63241|Q9GZV4|Q6IS14;0.982
P16150;0.981
P12235|P12236|P05141;0.981
P12235|P12236|P05141;0.981
P12235|P12236|P05141;0.981
P21796;0.981
P21796;0.981
P21796;0.981
P62263;0.981
P22234;0.980
P22234;0.980
P22234;0.980
Q32P51|P09651;0.978
Q32P51|P09651;0.978
Q32P51|P09651;0.978
P33778|P06899|P23527|Q16778|Q8N257|Q6DN03|Q6DRA6;0.978
P33778|P06899|P23527|Q16778|Q8N257|Q6DN03|Q6DRA6;0.978
P33778|P06899|P23527|Q16778|Q8N257|Q6DN03|Q6DRA6;0.978
P15311;0.977
P15311;0.977
Q15233;0.977
Q99729;0.976
Q99729;0.976
Q99729;0.976
P21333|O75369;0.976
P21333|O75369;0.976
Q9P258;0.976
Q9P258;0.976
Q9P258;0.976
Q9Y520;0.976
P14618;0.976
P14618;0.976
P14618;0.976
P26373;0.976
P26373;0.976
Q58FF7|P08238;0.976
Q14722|Q13303;0.975
Q14722|Q13303;0.975
Q14722|Q13303;0.975
P30101;0.975
P30101;0.975
P52272;0.975
P52272;0.975
P52272;0.975
P26373;0.974
P26373;0.974
P26373;0.974
P26373;0.974
Q9BUJ2;0.974
P00338;0.973
P00338;0.973
P00338;0.973
Q15366;0.972
Q15366;0.972
Q15366;0.972
P36542;0.972
P14618|P30613;0.971
P14618|P30613;0.971
P14618|P30613;0.971
P17987;0.971
Q32P51|P09651|P51991;0.969
Q32P51|P09651|P51991;0.969
Q32P51|P09651|P51991;0.969
P33991;0.969
Q13885|Q9BVA1|Q13509|P04350|P68371|P07437;0.968
Q13885|Q9BVA1|Q13509|P04350|P68371|P07437;0.968
P38646;0.968
Q15717;0.967
Q15717;0.967
O95983;0.967
O95983;0.967
P16949;0.967
P61247;0.966
P61247;0.966
O75558;0.965
O75558;0.965
P62805;0.964
P62805;0.964
P62805;0.964
P61247;0.964
P61247;0.964
P61247;0.964
P40227;0.964
P40227;0.964
P0CW22;0.964
P0CW22;0.964
P0CW22;0.964
Q9Y3U8;0.963
P40227;0.963
P21796;0.963
Q59GN2|P62891;0.963
P45880;0.962
P45880;0.962
P62277;0.962
P62277;0.962
Q32P51|P09651;0.961
Q32P51|P09651;0.961
Q32P51|P09651;0.961
P11142;0.961
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.961
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.961
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.961
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.961
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.961
P46779;0.960
P46779;0.960
P46779;0.960
O95747;0.960
O95747;0.960
Q9UKD2;0.959
Q9UKD2;0.959
Q9H3P7;0.959
P09429;0.959
Q16666;0.959
P62266;0.958
P62266;0.958
P62266;0.958
Q9Y520;0.957
Q9Y520;0.957
Q9Y520;0.957
P50502|Q8IZP2|Q8NFI4;0.957
P35579;0.957
P35579;0.957
Q92688;0.956
P68104|Q5VTE0;0.954
P18669|P15259;0.954
P62249;0.954
P32969;0.953
P49368;0.953
P26583;0.953
P26583;0.953
P26583;0.953
Q9Y4L1;0.952
P20700;0.952
P20700;0.952
P20700;0.952
Q9BRG1;0.951
Q9BRG1;0.951
P50991;0.950
P62244;0.950
P62244;0.950
P62244;0.950
P14618|P30613;0.950
P14618|P30613;0.950
P07195;0.950
P07195;0.950
P26038;0.950
P26038;0.950
P26038;0.950
P20700;0.949
P20700;0.949
P49321;0.949
P43243;0.948
Q7L1Q6|Q9Y6E2;0.946
Q7L1Q6|Q9Y6E2;0.946
Q9BRG1;0.946
Q9BRG1;0.946
Q9BRG1;0.946
Q32P51|P09651|P51991;0.946
Q32P51|P09651|P51991;0.946
Q32P51|P09651|P51991;0.946
P60866;0.945
P60866;0.945
P47974;0.943
P00558|P07205;0.942
P00558|P07205;0.942
P00558|P07205;0.942
P07195;0.942
P07195;0.942
P07195;0.942
P04075;0.942
P04075;0.942
P20671|Q96KK5|Q99878|P0C0S8|Q6FI13|Q16777|Q9BTM1;0.942
P20671|Q96KK5|Q99878|P0C0S8|Q6FI13|Q16777|Q9BTM1;0.942
P30050;0.942
Q9Y4F9;0.941
Q9Y4F9;0.941
P04406;0.941
P04406;0.941
P62081;0.941
P62081;0.941
P62081;0.941
O15145;0.941
O15145;0.941
P26373;0.941
P26373;0.941
P26373;0.941
P36578;0.940
P33778|P06899|P23527|Q16778|Q8N257|Q6DN03|Q6DRA6;0.940
P33778|P06899|P23527|Q16778|Q8N257|Q6DN03|Q6DRA6;0.940
P33778|P06899|P23527|Q16778|Q8N257|Q6DN03|Q6DRA6;0.940
P33778|P06899|P23527|Q16778|Q8N257|Q6DN03|Q6DRA6;0.940
Q13885|Q9BVA1|Q13509|P04350|P68371|P07437;0.940
P60520;0.940
P15311;0.939
P15311;0.939
P07237;0.939
P07237;0.939
P07237;0.939
Q06210;0.939
Q06210;0.939
Q99729;0.938
Q99729;0.938
Q99729;0.938
Q00839;0.938
Q15428;0.937
P18077;0.937
P18077;0.937
P62269;0.936
P11142;0.934
P11142;0.934
P62277;0.934
P62277;0.934
P62277;0.934
P17812;0.934
P26373;0.933
P14618|P30613;0.933
P14618|P30613;0.933
P14618|P30613;0.933
P21333|O75369;0.932
P08238;0.932
P36542;0.932
P18621;0.931
P12235|P12236|P05141;0.931
P12235|P12236|P05141;0.931
Q14566;0.930
Q14566;0.930
P38919;0.930
P62906;0.929
P62266;0.928
P62266;0.928
P24534;0.928
P24534;0.928
P24534;0.928
Q9H2U2;0.928
P43243;0.928
P43243;0.928
Q8WWI1;0.927
Q13885|Q9BVA1|Q13509|P04350|P68371|P07437;0.926
P18124;0.926
Q32P51|P09651|P51991;0.924
Q32P51|P09651|P51991;0.924
Q32P51|P09651|P51991;0.924
P50990;0.923
P50990;0.923
P50990;0.923
Q00839;0.923
Q00839;0.923
P06748;0.922
P06748;0.922
P06748;0.922
Q5T4S7;0.921
P63241|Q9GZV4|Q6IS14;0.921
P63241|Q9GZV4|Q6IS14;0.921
P18077;0.920
P18077;0.920
P18077;0.920
P0CW22;0.920
P29401;0.919
P62993;0.918
P62993;0.918
P62993;0.918
Q8WUY9;0.917
Q8WUY9;0.917
P20671|Q96KK5|Q99878|P0C0S8|Q6FI13|Q16777|Q9BTM1;0.917
P20671|Q96KK5|Q99878|P0C0S8|Q6FI13|Q16777|Q9BTM1;0.917
P20671|Q96KK5|Q99878|P0C0S8|Q6FI13|Q16777|Q9BTM1;0.917
P62266;0.917
P42766;0.916
P32969;0.916
P32969;0.916
P32969;0.916
Q9Y520;0.915
Q99613;0.915
Q99613;0.915
Q8NHW5|P05388;0.914
Q8NHW5|P05388;0.914
Q8NHW5|P05388;0.914
Q71UI9|P0C0S5;0.914
P07195;0.914
P07195;0.914
Q9BRG1;0.912
Q9BRG1;0.912
Q9BRG1;0.912
P49368;0.911
Q92879|O95319;0.910
Q86X02;0.907
Q9HD33;0.906
Q9HD33;0.906
P26599;0.906
P61353;0.906
P61353;0.906
P61353;0.906
P06730;0.905
P06730;0.905
P46778;0.905
P46778;0.905
O00267;0.905
Q9Y266;0.905
P18621;0.905
P18621;0.905
P18621;0.905
P62701;0.905
Q5T4S7;0.904
P61247;0.904
Q9Y490;0.904
P62701;0.903
P61247;0.903
P61247;0.903
P62851;0.903
P62851;0.903
P62851;0.903
Q08211;0.899
Q08211;0.899
P62269;0.897
P62805;0.896
P62805;0.896
P18077;0.896
P18077;0.896
P16150;0.896
P16150;0.896
P16150;0.896
P49368;0.896
Q9Y520;0.896
P62277;0.895
P62277;0.895
P62277;0.895
Q9Y520;0.895
Q9Y520;0.895
Q9Y520;0.895
P63244;0.895
P63244;0.895
Q01105;0.894
P49207;0.893
P63220;0.893
Q96EP5;0.892
Q96EP5;0.892
Q96EP5;0.892
P83731;0.891
P62266;0.891
Q15233;0.890
Q14566;0.889
Q14566;0.889
Q14566;0.889
Q14566;0.889
Q14566;0.889
Q99832;0.889
P36578;0.888
P36578;0.888
P50990;0.887
P50990;0.887
Q58FF7|P08238;0.886
Q58FF7|P08238;0.886
O15145;0.886
P37108;0.885
P62269;0.885
P62269;0.885
Q9Y520;0.884
P15311;0.883
P15311;0.883
P15311;0.883
P18077;0.882
P18077;0.882
P18077;0.882
P06730;0.882
Q99729;0.881
Q99729;0.881
Q01105;0.880
P62917;0.879
P62917;0.879
Q92688;0.877
P15311;0.877
P15311;0.877
P15311;0.877
Q9Y520;0.876
Q9Y520;0.876
P16150;0.876
P63173;0.876
P43243;0.874
P31948;0.874
P00441;0.873
P00441;0.873
Q9Y520;0.873
Q06323;0.871
Q06323;0.871
Q06323;0.871
O75558;0.871
Q9BRG1;0.871
Q9BRG1;0.871
Q9UHX1;0.871
P62899;0.871
P18621;0.868
P18621;0.868
P18621;0.868
Q16666;0.866
Q16666;0.866
P36578;0.865
Q06323;0.865
Q06323;0.865
P61247;0.864
P61247;0.864
O14979;0.862
P52566;0.862
P52566;0.862
P52566;0.862
P46778;0.861
P62993;0.860
P62993;0.860
P62993;0.860
Q9Y520;0.860
Q9Y520;0.860
Q9Y520;0.860
P62701;0.859
P63220;0.858
P62993;0.858
P62993;0.858
P62993;0.858
P06730;0.856
Q6GYQ0;0.855
P26373;0.855
P26373;0.855
O15145;0.855
P0CW22;0.852
P0CW22;0.852
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.852
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.852
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.852
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.852
P46778;0.851
P46778;0.851
Q8WYP5;0.847
P23246;0.847
P23246;0.847
Q7L1Q6|Q9Y6E2;0.847
Q7L1Q6|Q9Y6E2;0.847
P16150;0.846
P16150;0.846
P52566;0.846
P18077;0.845
O75558;0.844
Q969H8;0.843
Q969H8;0.843
P46779;0.842
P46779;0.842
Q99490;0.842
P49207;0.841
P42766;0.841
Q15366;0.840
Q15366;0.840
P62888;0.839
Q7L1Q6|Q9Y6E2;0.839
Q7L1Q6|Q9Y6E2;0.839
Q7L1Q6|Q9Y6E2;0.839
Q02543;0.838
Q02543;0.838
Q02543;0.838
Q02543;0.838
Q02543;0.838
P31939;0.835
Q00839;0.834
Q00839;0.834
P16949;0.833
P16949;0.833
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.833
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.833
P49207;0.832
P49207;0.832
P10412|P16403|P16402;0.830
Q5XKK7;0.824
Q9NR30;0.823
Q9NR30;0.823
Q9NR30;0.823
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.821
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.821
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.821
P23246;0.821
P23246;0.821
P15880;0.820
O75558;0.816
O75558;0.816
Q13885|Q9BVA1|Q13509|P04350|P68371|P07437;0.816
P37108;0.816
P62269;0.815
P62269;0.815
P09543;0.815
Q8TAP6;0.815
P61247;0.814
P61247;0.814
P61247;0.814
Q9BRG1;0.810
P62701|P22090|Q8TD47;0.807
P62829;0.807
P62829;0.807
Q6GYQ0;0.806
Q99497;0.802
Q5XKK7;0.800
P00558;0.799
Q9H2U2;0.799
P06730;0.798
P06730;0.798
P68104|Q5VTE0|Q05639;0.798
P62244;0.798
P04075|P09972|P05062;0.797
P68104|Q5VTE0|Q05639;0.795
P68104|Q5VTE0|Q05639;0.795
P68104|Q5VTE0|Q05639;0.795
P61927;0.794
P83731;0.794
P83731;0.794
P83731;0.794
P0CW22;0.794
Q5VZ89;0.791
P62249;0.790
P61586|P62745|P08134;0.786
P46778;0.785
P46778;0.785
P46778;0.785
P16949;0.783
P23246;0.781
P23246;0.781
O75558;0.775
O75558;0.775
Q58FF7|P08238;0.775
P49207;0.772
P0CW22;0.769
P62805;0.768
P62805;0.768
P62805;0.768
P00558;0.767
P00558;0.767
P38919;0.765
P38919;0.765
P62906;0.760
P62906;0.760
P62906;0.760
P12235|P12236|P05141;0.758
P12235|P12236|P05141;0.758
Q71UI9|P0C0S5;0.757
Q71UI9|P0C0S5;0.757
Q71UI9|P0C0S5;0.757
Q8WWP7;0.757
Q8WWP7;0.757
Q8WWP7;0.757
P62805;0.753
P62805;0.753
P62805;0.753
P62805;0.753
Q13557;0.753
P68104|Q5VTE0|Q05639;0.752
P68104|Q5VTE0|Q05639;0.752
P68104|Q5VTE0|Q05639;0.752
P62888;0.752
P62888;0.752
P33991;0.750
Q71UI9|P0C0S5;0.749
Q71UI9|P0C0S5;0.749
Q71UI9|P0C0S5;0.749
P83731;0.749
P00558;0.749
P17812;0.748
P62805;0.748
P62805;0.748
P62805;0.748
P62805;0.748
P68104|Q5VTE0|Q05639;0.746
P68104|Q5VTE0|Q05639;0.746
P68104|Q5VTE0|Q05639;0.746
P62266;0.741
P30086;0.740
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.738
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.738
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.738
P08238;0.733
P08238;0.733
P62805;0.733
P62805;0.733
O75558;0.732
Q02543;0.731
Q02543;0.731
Q02543;0.731
P16949;0.726
P16949;0.726
P16949;0.726
P04075;0.722
P04075;0.722
P08238;0.721
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.721
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.721
O95983;0.715
O95983;0.715
P16949;0.713
P16949;0.713
P08238;0.711
P08238;0.711
P16401;0.705
P16401;0.705
P16401;0.705
Q13557;0.701
P62888;0.693
P62888;0.693
P50395|P31150;0.685
P83731;0.683
P83731;0.683
O43414;0.681
Q15717;0.672
P08238;0.672
Q9HDC5;0.670
Q9UKJ3;0.668
P62906;0.665
P62906;0.665
P16401;0.658
P16401;0.651
P16401;0.651
P16401;0.651
P62701;0.651
Q8WUM9;0.648
P61353;0.632
P42858;0.630
Q9NYV4;0.628
Q9NYV4;0.628
P16150;0.627
P16150;0.627
P33527;0.616
O75558;0.615
P33527;0.613
P33527;0.611
P26368;0.602
Q5VZ89;0.578
Q9UKJ3;0.573
Q07020;0.570
P47897;0.560
P47897;0.560
P10412|P16403|P16402;0.558
P42766;0.557
P16150;0.554
P16150;0.554
P16150;0.554
P16401;0.549
P16401;0.549
P62829;0.536
P27816;0.523
P16401;0.500
P16401;0.500
P16401;0.500
P84090;0.487
Q07020;0.472
Q07020;0.465
Q07020;0.465
P42167;0.458
Q9Y262;0.457
P33527;0.445
P08621;0.445
O60293;0.402
Q7Z5K2;0.391
Q7Z333;0.388
P42167;0.379
Q9NQR1;0.362
P36578;0.336
P83731;0.334
Q5XKK7;0.195
O95983;0.158
Q13370;0.138
Q13370;0.138
Q13370;0.138
Q16695|P68431|Q71DI3|P84243|Q6NXT2;0.051